id_contrat,age_assure,anciennete_mois,garantie,nb_contrats_foyer,canal_souscription,mode_paiement,prime_annuelle,hausse_prime_pct,nb_sinistres_3ans,delai_reglement_moyen_jours,satisfaction_reglement,nb_contacts_reclamation_1an,nb_contacts_conseil_1an,score_nps,digital_engagement,resiliation
C100247,73,22,Auto,1,Comparateur en ligne,Annuel,804.08,9.3,1,30.2,8.8,2,2,1.2,0,0
C100248,89,48,Habitation,1,Courtier,Trimestriel,346.24,5.0,1,10.3,10.0,0,0,7.6,1,0
C100249,27,94,Habitation,2,Site web direct,Mensuel,817.16,4.8,1,8.8,7.5,1,2,6.6,0,0
C100250,39,54,Auto,3,Conseiller téléphonique,Annuel,1105.01,5.1,1,3.0,7.6,0,0,7.3,0,0
C100251,50,94,Habitation,1,Agence,Mensuel,799.12,10.7,0,,,0,0,7.6,1,0
C100252,71,28,Habitation,1,Conseiller téléphonique,Annuel,483.52,13.5,1,26.3,6.8,0,1,9.0,0,0
C100253,30,15,Habitation,1,Agence,Mensuel,230.82,9.0,2,6.5,5.6,0,1,8.9,1,0
C100254,41,63,Habitation,2,Comparateur en ligne,Mensuel,595.87,10.6,1,10.9,5.0,0,1,7.2,0,0
C100255,57,87,Multi-garanties,1,Agence,Trimestriel,642.37,1.7,5,21.5,6.1,1,0,5.4,1,0
C100256,52,57,Auto+Habitation,2,Agence,Mensuel,752.8,-1.9,1,22.5,3.6,0,1,4.5,1,0
C100257,39,18,Santé,1,Site web direct,Trimestriel,510.16,6.3,3,37.7,8.5,0,1,6.7,1,0
C100258,43,170,Multi-garanties,1,Conseiller téléphonique,Mensuel,770.28,7.3,1,25.0,6.1,1,0,5.9,0,0
C100259,24,12,Habitation,3,Site web direct,Mensuel,317.73,6.7,0,,,1,0,7.2,0,1
C100260,41,44,Habitation,1,Agence,Mensuel,737.08,15.9,0,,,0,0,9.2,1,0
C100261,41,94,Habitation,1,Comparateur en ligne,Trimestriel,150.0,9.6,1,13.9,6.7,0,0,8.8,0,0
C100262,48,41,Santé,4,Agence,Annuel,291.21,-5.0,2,34.6,6.8,0,0,9.8,1,0
C100263,37,64,Santé,1,Comparateur en ligne,Trimestriel,639.9,-4.0,2,8.3,5.3,0,0,5.3,1,0
C100264,52,7,Santé,3,Comparateur en ligne,Trimestriel,824.84,11.7,1,27.9,4.1,0,0,5.7,0,0
C100265,60,62,Auto,1,Courtier,Mensuel,914.87,-1.6,0,,,0,1,6.4,0,0
C100266,47,17,Auto,1,Courtier,Mensuel,516.28,-5.0,0,,,1,1,9.3,1,0
C100267,50,45,Habitation,2,Conseiller téléphonique,Annuel,518.65,19.1,0,,,0,0,8.2,1,0
C100268,46,12,Habitation,3,Agence,Mensuel,560.47,1.1,1,16.5,7.6,0,1,6.8,0,0
C100269,45,66,Habitation,1,Comparateur en ligne,Mensuel,689.49,-5.0,0,,,0,0,6.8,0,1
C100270,34,56,Santé,1,Site web direct,Mensuel,532.34,1.7,0,,,0,4,9.8,1,0
C100271,50,44,Santé,3,Agence,Mensuel,712.35,1.5,0,,,0,1,4.2,1,0
C100272,44,78,Habitation,3,Agence,Mensuel,815.33,-0.9,0,,,0,0,10.0,1,0
C100273,76,60,Santé,2,Site web direct,Trimestriel,720.47,-3.3,0,,,0,0,6.6,0,0
C100274,69,11,Habitation,1,Comparateur en ligne,Annuel,184.07,0.3,0,,,0,0,3.2,0,0
C100275,51,76,Auto,4,Conseiller téléphonique,Mensuel,308.88,10.4,0,,,0,0,7.7,0,0
C100276,34,61,Santé,1,Site web direct,Mensuel,1177.75,-5.0,1,19.0,5.8,0,2,10.0,1,0
C100277,28,20,Auto+Habitation,3,Agence,Mensuel,651.73,4.9,0,,,1,2,8.1,0,0
C100278,63,40,Santé,1,Agence,Mensuel,466.41,1.5,3,3.0,4.6,0,0,10.0,1,0
C100279,49,27,Auto,3,Agence,Mensuel,695.95,3.8,0,,,0,2,9.7,0,0
C100280,52,143,Habitation,3,Site web direct,Annuel,426.96,7.7,0,,,0,1,4.7,0,0
C100281,19,15,Auto+Habitation,1,Comparateur en ligne,Annuel,366.65,11.1,0,,,0,0,6.5,1,0
C100282,59,28,Auto,1,Agence,Trimestriel,666.74,13.4,5,19.1,6.8,0,0,5.2,1,0
C100283,52,38,Multi-garanties,1,Agence,Annuel,150.0,2.2,2,38.4,5.8,0,1,7.1,1,0
C100284,28,43,Auto,3,Agence,Trimestriel,610.41,11.1,0,,,0,1,9.2,1,0
C100285,38,29,Auto,2,Conseiller téléphonique,Mensuel,1281.89,-5.0,1,3.0,7.6,1,0,10.0,0,0
C100286,49,42,Santé,1,Agence,Mensuel,439.56,14.0,3,4.7,9.8,0,2,6.5,0,0
C100287,46,57,Habitation,2,Site web direct,Annuel,331.18,8.2,0,,,0,0,4.8,1,0
C100288,41,22,Santé,4,Site web direct,Annuel,712.33,7.5,1,25.2,6.2,1,2,10.0,1,0
C100289,43,29,Habitation,1,Courtier,Mensuel,711.81,13.4,0,,,2,1,3.1,0,0
C100290,41,123,Auto+Habitation,1,Comparateur en ligne,Annuel,805.18,-5.0,1,36.3,3.6,0,1,10.0,0,0
C100291,47,77,Multi-garanties,3,Agence,Mensuel,792.79,9.8,2,15.0,6.3,0,3,6.4,0,0
C100292,67,76,Auto+Habitation,2,Agence,Annuel,739.82,-0.2,3,15.9,3.9,1,2,4.9,0,0
C100293,18,11,Santé,2,Conseiller téléphonique,Annuel,441.24,5.1,1,13.9,6.4,1,0,4.7,1,0
C100294,41,136,Habitation,4,Comparateur en ligne,Mensuel,233.55,-1.1,0,,,0,0,3.5,0,1
C100295,48,37,Santé,1,Agence,Trimestriel,465.8,-5.0,1,3.0,9.8,0,1,4.9,0,1
C100296,49,82,Auto+Habitation,2,Agence,Annuel,354.36,13.0,0,,,0,0,5.5,1,0
C100297,39,45,Auto+Habitation,3,Agence,Mensuel,934.45,11.8,0,,,1,2,7.4,0,0
C100298,19,7,Auto,2,Site web direct,Mensuel,1023.69,2.8,0,,,0,0,4.3,1,0
C100299,50,30,Santé,2,Agence,Mensuel,986.26,7.7,2,14.5,5.6,1,2,7.7,1,0
C100300,71,78,Auto,2,Site web direct,Mensuel,790.74,0.4,1,17.8,7.5,0,4,6.2,1,0
C100301,22,80,Santé,1,Courtier,Annuel,382.51,10.4,1,34.4,3.8,0,1,5.3,0,0
C100302,58,47,Santé,1,Conseiller téléphonique,Mensuel,471.69,-1.4,0,,,0,1,6.0,0,0
C100303,40,14,Multi-garanties,1,Comparateur en ligne,Mensuel,258.17,10.5,0,,,0,1,7.1,1,0
C100304,44,84,Auto,1,Conseiller téléphonique,Mensuel,309.93,-5.0,0,,,0,1,6.3,0,0
C100305,29,22,Habitation,1,Site web direct,Mensuel,578.05,13.0,0,,,0,2,6.9,0,0
C100306,40,45,Auto,3,Agence,Mensuel,345.76,-3.3,0,,,0,2,9.2,1,0
C100307,65,59,Auto+Habitation,2,Conseiller téléphonique,Trimestriel,538.8,-0.1,0,,,3,2,1.6,0,0
C100308,54,64,Auto,4,Courtier,Annuel,802.15,-5.0,3,20.3,6.5,0,2,5.8,1,0
C100309,71,58,Auto,2,Comparateur en ligne,Mensuel,277.68,-4.5,0,,,0,3,6.3,1,0
C100310,63,19,Auto,2,Agence,Mensuel,548.54,11.9,0,,,1,1,7.2,1,0
C100311,52,28,Santé,2,Agence,Mensuel,459.09,-2.1,1,49.4,6.1,0,1,4.7,0,0
C100312,71,18,Auto,4,Courtier,Mensuel,611.23,13.5,1,26.6,7.7,2,2,8.7,1,0
C100313,52,67,Habitation,1,Conseiller téléphonique,Mensuel,825.64,3.9,0,,,1,0,4.1,1,0
C100314,57,61,Auto,1,Agence,Mensuel,632.79,2.2,0,,,0,2,3.1,1,0
C100315,41,21,Santé,3,Comparateur en ligne,Mensuel,999.71,5.3,1,18.8,6.3,0,0,3.0,1,1
C100316,46,74,Auto,3,Conseiller téléphonique,Trimestriel,349.42,5.1,0,,,0,1,3.2,1,0
C100317,35,74,Auto,1,Comparateur en ligne,Mensuel,615.67,4.0,1,30.1,8.1,0,0,8.9,0,0
C100318,60,92,Auto+Habitation,2,Comparateur en ligne,Mensuel,921.87,5.2,1,44.8,9.3,0,0,9.0,1,0
C100319,27,59,Auto,1,Comparateur en ligne,Mensuel,349.14,5.7,1,16.8,5.9,0,0,8.5,0,0
C100320,57,62,Auto,3,Courtier,Annuel,283.24,13.7,0,,,0,0,6.2,1,0
C100321,42,30,Santé,3,Comparateur en ligne,Mensuel,770.93,-0.8,4,18.5,4.1,1,0,4.1,1,0
C100322,63,35,Auto,2,Site web direct,Mensuel,423.59,9.3,0,,,0,0,5.9,1,0
C100323,56,86,Auto,2,Comparateur en ligne,Mensuel,453.16,-0.6,0,,,0,0,4.6,0,0
C100324,72,25,Auto,4,Site web direct,Trimestriel,228.45,-1.8,0,,,0,1,5.2,1,0
C100325,56,20,Santé,1,Conseiller téléphonique,Annuel,1079.09,-3.7,2,12.8,10.0,0,1,4.6,0,0
C100326,21,62,Habitation,2,Conseiller téléphonique,Mensuel,712.85,11.6,0,,,0,1,6.8,0,0
C100327,44,6,Auto+Habitation,1,Courtier,Trimestriel,442.92,3.6,1,28.4,4.3,1,1,6.8,0,0
C100328,27,23,Auto,4,Comparateur en ligne,Mensuel,718.24,12.9,1,24.5,6.2,3,0,5.4,1,0
C100329,37,94,Multi-garanties,1,Site web direct,Trimestriel,617.2,13.0,1,35.6,6.9,1,1,9.0,0,0
C100330,68,107,Auto,1,Comparateur en ligne,Annuel,361.39,2.0,1,13.5,5.0,0,0,7.1,1,0
C100331,55,80,Auto,1,Site web direct,Mensuel,605.72,-2.5,0,,,0,0,6.6,0,0
C100332,35,43,Auto,1,Agence,Trimestriel,721.51,-4.0,2,33.3,5.7,1,0,7.5,1,0
C100333,30,20,Auto+Habitation,4,Conseiller téléphonique,Annuel,621.6,-5.0,0,,,1,0,9.2,1,0
C100334,45,11,Auto,3,Courtier,Mensuel,296.19,4.4,1,12.7,7.7,0,1,10.0,0,0
C100335,27,31,Auto,4,Comparateur en ligne,Annuel,829.38,13.8,0,,,0,2,6.6,1,0
C100336,35,12,Santé,1,Agence,Mensuel,1156.91,11.5,0,,,1,0,6.6,0,0
C100337,50,133,Auto,1,Conseiller téléphonique,Mensuel,176.21,6.4,0,,,0,2,3.6,1,0
C100338,62,30,Santé,2,Agence,Annuel,566.07,9.7,2,20.8,6.4,0,1,8.2,0,0
C100339,54,33,Habitation,2,Conseiller téléphonique,Annuel,829.75,3.6,1,16.9,8.6,0,2,4.0,0,0
C100340,18,71,Auto,4,Agence,Mensuel,376.15,-4.0,0,,,0,0,8.8,1,0
C100341,50,10,Multi-garanties,1,Site web direct,Annuel,522.46,8.7,0,,,0,0,5.0,0,0
C100342,46,34,Auto,2,Conseiller téléphonique,Mensuel,572.49,2.7,0,,,2,0,4.5,1,0
C100343,51,41,Auto,2,Courtier,Mensuel,156.66,4.7,1,18.2,5.1,0,1,4.7,1,0
C100344,69,12,Santé,2,Comparateur en ligne,Annuel,446.04,10.6,3,22.5,3.6,0,1,7.8,0,1
C100345,18,18,Auto+Habitation,4,Comparateur en ligne,Mensuel,972.65,-5.0,1,22.8,3.7,0,1,8.2,1,0
C100346,36,25,Habitation,3,Agence,Mensuel,420.17,-3.2,1,20.5,6.7,0,0,3.5,0,0
C100347,54,82,Auto+Habitation,2,Agence,Annuel,669.83,6.6,0,,,1,3,6.1,0,0
C100348,21,105,Auto,1,Comparateur en ligne,Mensuel,563.13,-2.1,0,,,1,1,6.3,0,0
C100349,67,57,Auto,1,Conseiller téléphonique,Mensuel,589.48,-5.0,1,30.5,9.8,0,1,8.8,0,0
C100350,51,38,Santé,2,Site web direct,Mensuel,1362.6,-3.7,1,23.8,5.4,0,1,5.5,1,0
C100351,58,95,Auto+Habitation,1,Comparateur en ligne,Trimestriel,654.47,2.0,0,,,0,0,10.0,1,0
C100352,36,75,Auto,2,Conseiller téléphonique,Mensuel,1103.26,-5.0,1,19.5,8.0,0,2,9.0,0,0
C100353,57,160,Santé,4,Comparateur en ligne,Annuel,326.27,0.4,3,25.2,9.1,0,0,5.1,0,0
C100354,61,8,Auto+Habitation,2,Conseiller téléphonique,Mensuel,434.02,8.1,1,32.4,6.6,0,1,9.8,1,0
C100355,48,42,Auto,2,Comparateur en ligne,Annuel,222.78,6.3,0,,,0,0,6.4,0,0
C100356,49,26,Auto,2,Agence,Mensuel,519.99,-2.7,1,38.0,8.2,0,0,2.8,1,0
C100357,49,9,Santé,2,Comparateur en ligne,Mensuel,729.1,7.0,0,,,1,1,3.2,0,0
C100358,32,42,Habitation,2,Conseiller téléphonique,Annuel,418.74,-2.1,1,14.8,4.9,0,0,7.9,1,0
C100359,43,149,Habitation,3,Site web direct,Mensuel,254.82,5.9,0,,,0,1,7.0,1,0
C100360,43,16,Auto+Habitation,1,Conseiller téléphonique,Trimestriel,889.83,3.8,1,3.0,10.0,0,1,8.7,0,0
C100361,51,199,Auto,2,Site web direct,Annuel,424.82,1.9,1,12.4,9.6,0,1,10.0,1,0
C100362,60,76,Santé,1,Agence,Annuel,386.78,1.2,3,18.5,6.7,0,0,6.2,1,0
C100363,29,97,Auto+Habitation,3,Courtier,Mensuel,713.82,2.2,1,19.2,4.7,0,1,10.0,1,0
C100364,43,97,Habitation,2,Comparateur en ligne,Mensuel,437.58,0.7,0,,,2,0,1.5,1,0
C100365,67,57,Santé,1,Conseiller téléphonique,Mensuel,378.08,-5.0,3,28.2,3.9,0,0,5.2,0,0
C100366,34,30,Santé,1,Comparateur en ligne,Trimestriel,642.34,13.9,2,17.3,4.7,1,3,10.0,0,0
C100367,33,11,Auto,1,Conseiller téléphonique,Mensuel,150.0,8.2,0,,,1,2,6.3,1,0
C100368,48,16,Santé,1,Conseiller téléphonique,Mensuel,430.45,10.9,2,13.8,7.2,0,0,10.0,1,0
C100369,58,63,Auto,1,Agence,Trimestriel,666.17,10.0,0,,,2,1,2.5,0,0
C100370,45,31,Auto+Habitation,1,Conseiller téléphonique,Mensuel,803.22,9.7,0,,,0,1,8.9,1,0
C100371,65,18,Auto,2,Conseiller téléphonique,Trimestriel,152.48,3.4,1,21.1,7.4,0,0,9.9,1,0
C100372,58,50,Auto,1,Site web direct,Annuel,654.42,2.1,0,,,1,2,8.7,1,0
C100373,58,55,Habitation,1,Agence,Mensuel,342.03,-0.9,0,,,1,0,3.4,1,0
C100374,53,71,Habitation,3,Agence,Mensuel,425.84,-0.1,1,27.3,9.2,0,0,6.4,1,0
C100375,80,21,Santé,3,Comparateur en ligne,Mensuel,443.64,-5.0,0,,,1,2,4.2,0,1
C100376,42,38,Santé,3,Comparateur en ligne,Mensuel,576.15,6.7,1,3.9,8.2,0,1,6.3,1,1
C100377,18,22,Multi-garanties,1,Conseiller téléphonique,Annuel,773.47,3.9,1,16.7,4.4,0,3,9.4,0,0
C100378,69,13,Habitation,1,Courtier,Annuel,817.24,4.9,2,4.2,8.0,0,0,3.8,1,1
C100379,38,86,Santé,1,Conseiller téléphonique,Trimestriel,991.63,-4.3,1,32.3,4.0,0,1,9.3,1,0
C100380,47,82,Auto,1,Conseiller téléphonique,Annuel,1003.38,7.5,0,,,0,2,3.3,0,0
C100381,65,8,Auto+Habitation,2,Conseiller téléphonique,Annuel,950.68,-5.0,0,,,0,1,6.5,0,0
C100382,21,44,Habitation,2,Conseiller téléphonique,Trimestriel,1003.95,1.5,1,20.8,9.5,0,0,7.7,0,0
C100383,26,95,Santé,1,Site web direct,Trimestriel,360.0,8.7,2,4.4,7.2,0,1,9.6,1,0
C100384,21,73,Multi-garanties,2,Courtier,Mensuel,422.94,4.6,1,41.8,5.2,0,0,4.5,0,0
C100385,33,19,Auto+Habitation,1,Site web direct,Annuel,572.45,1.1,0,,,0,2,10.0,1,0
C100386,52,102,Habitation,3,Conseiller téléphonique,Mensuel,479.57,3.9,1,3.0,6.7,0,2,8.3,0,0
C100387,53,95,Habitation,1,Conseiller téléphonique,Annuel,990.45,-5.0,1,29.3,10.0,1,0,5.3,0,0
C100388,49,53,Auto,1,Site web direct,Mensuel,733.05,3.3,0,,,0,0,8.3,0,0
C100389,24,34,Santé,3,Site web direct,Annuel,295.26,-1.4,2,22.7,5.8,0,1,0.0,1,0
C100390,18,19,Santé,3,Comparateur en ligne,Annuel,159.8,1.8,3,32.1,4.3,0,0,4.8,0,1
C100391,46,42,Santé,1,Courtier,Mensuel,421.42,7.8,1,15.2,6.6,1,1,7.7,0,0
C100392,38,112,Auto,1,Agence,Annuel,215.61,5.6,3,37.1,8.6,0,1,7.7,1,0
C100393,52,20,Santé,1,Comparateur en ligne,Mensuel,420.67,2.5,2,11.0,2.9,0,2,4.6,1,0
C100394,56,119,Auto,1,Comparateur en ligne,Annuel,420.5,0.6,1,14.7,7.8,2,0,5.7,1,0
C100395,47,71,Habitation,1,Courtier,Annuel,457.36,3.6,1,29.9,7.7,0,1,9.3,1,0
C100396,56,42,Auto,1,Agence,Annuel,568.75,11.7,0,,,0,0,6.0,1,0
C100397,48,96,Santé,4,Comparateur en ligne,Mensuel,671.5,9.2,1,3.0,5.0,0,2,8.5,0,0
C100398,53,41,Auto,4,Agence,Annuel,422.17,-0.5,2,25.6,5.6,0,1,7.2,0,0
C100399,34,36,Santé,1,Agence,Mensuel,176.47,-1.5,2,30.2,3.3,0,0,8.6,1,0
C100400,42,84,Auto+Habitation,2,Agence,Trimestriel,527.89,7.9,0,,,0,0,5.9,1,0
C100401,48,43,Santé,2,Courtier,Mensuel,617.73,-0.2,1,8.2,3.3,0,3,5.4,0,0
C100402,57,41,Santé,1,Conseiller téléphonique,Trimestriel,316.68,13.2,0,,,1,2,9.4,0,1
C100403,39,26,Auto+Habitation,3,Agence,Mensuel,1058.82,1.3,0,,,0,2,4.8,0,0
C100404,53,36,Multi-garanties,1,Comparateur en ligne,Trimestriel,301.3,3.2,0,,,1,0,6.4,1,0
C100405,41,129,Auto,1,Site web direct,Mensuel,321.27,9.0,0,,,0,0,6.7,1,0
C100406,43,3,Habitation,1,Agence,Mensuel,557.94,3.0,2,9.1,5.9,0,1,7.8,1,0
C100407,57,19,Habitation,1,Comparateur en ligne,Annuel,340.54,11.7,0,,,0,0,7.9,1,0
C100408,18,22,Auto,2,Comparateur en ligne,Mensuel,472.22,2.5,1,18.0,4.6,1,0,5.7,0,0
C100409,26,39,Habitation,4,Site web direct,Trimestriel,371.89,6.8,0,,,0,0,7.5,1,0
C100410,23,34,Santé,1,Conseiller téléphonique,Mensuel,627.16,-4.0,3,3.0,3.6,0,0,3.0,1,0
C100411,18,49,Auto+Habitation,1,Conseiller téléphonique,Annuel,287.01,-2.3,0,,,0,0,4.8,0,0
C100412,35,5,Auto+Habitation,1,Site web direct,Annuel,432.07,-2.4,0,,,2,5,10.0,1,0
C100413,56,48,Auto,2,Courtier,Mensuel,711.93,4.1,2,43.5,3.2,0,0,6.3,0,0
C100414,41,128,Habitation,1,Conseiller téléphonique,Annuel,294.48,11.7,1,3.0,4.7,0,0,7.4,0,0
C100415,48,43,Multi-garanties,1,Site web direct,Mensuel,432.1,5.6,0,,,0,0,7.5,1,0
C100416,61,35,Santé,3,Site web direct,Annuel,423.65,8.3,4,16.7,6.0,1,1,4.5,0,0
C100417,65,39,Multi-garanties,2,Agence,Annuel,673.21,2.7,0,,,0,2,10.0,1,0
C100418,44,31,Habitation,3,Courtier,Mensuel,240.87,14.5,0,,,1,1,9.2,1,0
C100419,65,71,Habitation,2,Conseiller téléphonique,Annuel,409.1,5.4,1,31.0,4.4,0,0,7.4,0,0
C100420,46,54,Habitation,1,Agence,Mensuel,570.74,6.6,0,,,0,1,7.0,1,0
C100421,32,51,Auto+Habitation,2,Courtier,Mensuel,669.03,7.0,1,28.5,4.4,0,2,6.9,1,0
C100422,36,96,Auto,2,Comparateur en ligne,Annuel,489.09,6.5,2,17.1,6.0,1,1,4.9,1,0
C100423,23,71,Habitation,1,Site web direct,Mensuel,282.03,13.3,0,,,0,2,3.3,0,0
C100424,32,3,Auto+Habitation,1,Comparateur en ligne,Trimestriel,729.69,-5.0,0,,,0,0,6.5,1,0
C100425,40,31,Habitation,3,Courtier,Annuel,606.94,16.3,0,,,1,1,4.6,0,0
C100426,57,13,Habitation,4,Site web direct,Mensuel,320.73,-5.0,0,,,0,0,4.0,0,0
C100427,71,22,Auto+Habitation,2,Site web direct,Mensuel,427.62,8.5,0,,,0,0,5.4,1,0
C100428,24,26,Habitation,2,Comparateur en ligne,Annuel,776.25,4.0,0,,,1,0,8.3,1,1
C100429,51,21,Santé,3,Agence,Mensuel,713.69,-3.7,1,23.0,2.1,0,0,6.6,1,0
C100430,29,73,Auto,4,Agence,Mensuel,542.81,10.6,0,,,1,2,3.2,1,0
C100431,52,65,Multi-garanties,1,Site web direct,Mensuel,781.48,-0.7,2,18.5,7.6,0,0,6.9,1,0
C100432,43,30,Santé,2,Agence,Mensuel,189.3,6.2,1,21.2,4.6,0,0,5.7,0,0
C100433,18,63,Multi-garanties,2,Agence,Mensuel,762.95,0.9,2,21.1,8.0,0,1,5.2,1,0
C100434,59,58,Auto+Habitation,1,Agence,Mensuel,597.43,4.9,0,,,0,1,5.4,0,0
C100435,36,46,Auto+Habitation,4,Conseiller téléphonique,Mensuel,883.38,13.7,0,,,0,1,5.5,0,0
C100436,37,37,Auto,2,Courtier,Annuel,663.61,13.6,0,,,1,2,9.4,0,0
C100437,29,79,Habitation,1,Agence,Trimestriel,791.5,2.4,0,,,1,1,3.5,0,0
C100438,35,41,Auto,1,Comparateur en ligne,Annuel,486.98,13.5,1,39.0,7.1,3,1,0.6,1,0
C100439,51,50,Santé,2,Agence,Mensuel,192.95,10.7,1,3.0,8.0,0,1,8.3,0,0
C100440,42,48,Multi-garanties,3,Agence,Mensuel,706.58,10.2,2,3.4,7.1,0,2,5.4,1,0
C100441,50,27,Habitation,3,Comparateur en ligne,Annuel,1022.13,15.6,1,32.2,4.6,0,1,4.4,1,0
C100442,50,26,Habitation,4,Courtier,Annuel,177.62,5.5,0,,,0,0,7.0,0,0
C100443,65,36,Auto,1,Comparateur en ligne,Trimestriel,753.17,-5.0,1,10.6,9.2,0,2,6.9,0,1
C100444,40,72,Santé,3,Courtier,Annuel,1606.36,-2.8,0,,,0,1,10.0,1,0
C100445,23,38,Multi-garanties,3,Courtier,Mensuel,150.0,12.4,2,12.3,6.4,0,0,10.0,0,0
C100446,61,7,Santé,3,Courtier,Annuel,457.22,-3.3,0,,,0,1,10.0,1,0
C100447,40,54,Auto+Habitation,1,Agence,Mensuel,589.28,17.8,0,,,0,0,2.6,1,1
C100448,62,28,Habitation,2,Agence,Mensuel,554.28,-2.5,1,18.6,5.0,0,0,4.2,0,0
C100449,51,21,Habitation,2,Site web direct,Mensuel,157.95,-3.0,1,25.5,5.9,2,0,6.8,1,0
C100450,43,68,Auto,1,Comparateur en ligne,Mensuel,271.31,3.9,1,21.9,3.8,1,1,0.0,1,0
C100451,50,67,Auto,2,Agence,Mensuel,357.67,7.3,0,,,1,0,6.9,1,0
C100452,74,46,Auto+Habitation,2,Comparateur en ligne,Annuel,520.61,3.5,0,,,0,0,7.4,0,1
C100453,76,34,Santé,2,Agence,Mensuel,150.0,20.4,1,31.8,7.6,0,1,9.6,0,0
C100454,46,29,Auto,3,Comparateur en ligne,Mensuel,765.0,5.1,1,43.3,6.2,1,2,5.2,0,1
C100455,47,13,Santé,3,Conseiller téléphonique,Annuel,158.31,7.5,0,,,0,1,5.3,1,0
C100456,61,3,Santé,3,Courtier,Mensuel,908.16,9.3,2,40.2,4.7,0,1,3.7,0,0
C100457,32,31,Auto+Habitation,3,Agence,Mensuel,299.4,-1.0,2,24.9,8.4,0,2,7.0,1,0
C100458,50,31,Auto,2,Conseiller téléphonique,Annuel,244.27,15.6,0,,,1,1,9.2,1,0
C100459,45,20,Auto,4,Agence,Mensuel,474.87,4.5,1,34.6,7.4,0,1,7.1,1,0
C100460,50,95,Auto,1,Site web direct,Mensuel,283.69,7.7,1,15.4,6.8,0,0,6.4,0,0
C100461,32,27,Auto,4,Courtier,Mensuel,479.95,14.8,2,26.1,9.4,0,0,7.0,1,0
C100462,21,46,Auto,1,Courtier,Mensuel,312.85,11.4,0,,,0,2,8.6,1,0
C100463,18,53,Auto+Habitation,1,Agence,Mensuel,831.51,2.5,0,,,0,1,2.8,1,0
C100464,28,58,Multi-garanties,3,Comparateur en ligne,Trimestriel,1057.61,-3.0,0,,,1,0,3.0,1,1
C100465,38,24,Santé,3,Site web direct,Mensuel,376.48,2.6,1,8.3,10.0,0,2,6.4,0,0
C100466,41,33,Auto+Habitation,1,Conseiller téléphonique,Mensuel,900.34,8.4,0,,,0,0,4.5,1,0
C100467,74,42,Santé,1,Conseiller téléphonique,Mensuel,426.76,-5.0,3,39.4,1.9,0,1,6.8,1,0
C100468,62,24,Santé,1,Conseiller téléphonique,Mensuel,154.38,-5.0,1,3.0,7.0,2,1,2.5,1,0
C100469,31,89,Auto+Habitation,1,Comparateur en ligne,Trimestriel,276.9,22.1,2,45.7,4.1,1,1,5.7,0,0
C100470,50,166,Auto+Habitation,1,Agence,Annuel,340.69,-2.0,1,22.3,7.3,1,0,4.5,0,0
C100471,39,52,Habitation,1,Site web direct,Annuel,258.9,0.1,0,,,0,0,3.8,1,0
C100472,41,52,Auto+Habitation,1,Courtier,Mensuel,480.98,1.1,2,17.6,7.4,0,0,3.9,0,1
C100473,48,85,Auto,1,Site web direct,Mensuel,433.48,-5.0,0,,,0,1,5.6,1,0
C100474,54,73,Auto,3,Courtier,Mensuel,692.2,11.4,0,,,1,1,5.3,1,0
C100475,40,41,Auto,3,Courtier,Mensuel,326.05,14.9,0,,,0,1,7.1,1,0
C100476,61,123,Habitation,1,Conseiller téléphonique,Annuel,468.31,4.5,0,,,1,1,6.4,1,0
C100477,28,25,Auto,4,Comparateur en ligne,Mensuel,887.4,-5.0,1,34.0,4.4,0,1,1.0,1,0
C100478,45,68,Auto+Habitation,1,Conseiller téléphonique,Trimestriel,226.9,4.9,0,,,1,1,7.4,1,0
C100479,84,33,Santé,1,Comparateur en ligne,Mensuel,221.66,-5.0,2,27.3,6.2,0,1,4.1,1,0
C100480,48,56,Habitation,2,Courtier,Mensuel,258.28,6.5,0,,,0,1,6.3,1,0
C100481,66,30,Auto+Habitation,3,Comparateur en ligne,Annuel,538.86,7.1,2,39.1,4.8,1,3,9.2,1,1
C100482,46,120,Santé,3,Comparateur en ligne,Trimestriel,582.49,4.8,2,9.0,3.5,0,1,3.4,1,0
C100483,54,88,Auto+Habitation,3,Courtier,Mensuel,654.93,4.8,2,36.9,5.0,0,0,6.0,1,0
C100484,44,54,Habitation,1,Comparateur en ligne,Annuel,167.55,-2.4,1,16.7,8.6,1,1,7.4,1,0
C100485,42,74,Habitation,3,Agence,Annuel,1125.72,8.7,1,29.4,7.7,0,3,2.6,0,0
C100486,33,20,Habitation,1,Site web direct,Annuel,488.31,18.4,0,,,0,1,1.3,1,0
C100487,51,11,Auto+Habitation,1,Conseiller téléphonique,Annuel,1048.95,2.6,1,6.3,5.4,0,0,6.5,0,1
C100488,32,25,Habitation,2,Site web direct,Annuel,426.0,7.2,0,,,1,1,5.6,0,0
C100489,55,118,Auto,1,Site web direct,Trimestriel,543.54,5.5,0,,,0,0,5.9,1,0
C100490,61,30,Santé,4,Conseiller téléphonique,Mensuel,544.34,1.0,1,3.0,7.5,1,2,8.9,0,1
C100491,50,77,Auto,2,Courtier,Trimestriel,538.99,13.8,0,,,0,1,4.9,0,0
C100492,41,35,Santé,1,Site web direct,Mensuel,508.95,5.9,0,,,2,0,6.7,1,1
C100493,52,37,Santé,4,Agence,Mensuel,280.54,1.9,0,,,0,0,9.4,1,0
